time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461500000	-24.3344	-6.65385	4.83575	2.31539	-0.553999	lidar	3.13712	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5015	-6.47745	4.83567	2.28262	-0.571024	radar	3.4667	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6053	-6.32665	4.764	2.25205	-0.577266	lidar	5.53805	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7463	-6.13587	4.76224	2.22064	-0.579934	radar	0.31853	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9252	-5.93941	4.79651	2.20006	-0.56889	lidar	2.55911	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0558	-5.73509	4.79885	2.16964	-0.567075	radar	1.86088	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1895	-5.56048	4.77648	2.14845	-0.56072	lidar	0.403014	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3428	-5.37517	4.78103	2.14276	-0.51973	radar	1.32223	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4842	-5.15712	4.80635	2.11713	-0.517935	lidar	0.564883	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.617	-4.9768	4.78942	2.1137	-0.474624	radar	6.41908	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7325	-4.79956	4.75676	2.09515	-0.470788	lidar	0.649131	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8532	-4.59385	4.75872	2.07724	-0.458315	radar	0.217672	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9631	-4.35789	4.78404	2.04746	-0.464471	lidar	0.486273	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0717	-4.13799	4.78906	2.00339	-0.518067	radar	11.0736	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1597	-3.86495	4.84062	1.96323	-0.530987	lidar	2.1082	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2333	-3.62974	4.84304	1.91172	-0.585782	radar	3.54262	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2615	-3.36417	4.85611	1.85983	-0.609095	lidar	4.47621	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3109	-3.12203	4.85872	1.81402	-0.638959	radar	0.511312	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3359	-2.88257	4.84823	1.77179	-0.65035	lidar	1.37733	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3944	-2.65542	4.84092	1.74958	-0.633504	radar	1.3976	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4731	-2.4864	4.77787	1.74033	-0.613953	lidar	5.75213	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5286	-2.25117	4.78195	1.72429	-0.585128	radar	1.00146	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5794	-2.04838	4.749	1.70477	-0.576923	lidar	1.31074	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6105	-1.81084	4.74983	1.68567	-0.552014	radar	1.99106	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.608	-1.56503	4.75356	1.64788	-0.562481	lidar	1.10999	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6051	-1.33213	4.74671	1.60534	-0.591723	radar	1.70458	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6084	-1.10483	4.73477	1.57591	-0.592201	lidar	0.0843759	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6378	-0.877084	4.72934	1.56113	-0.57226	radar	5.18444	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6483	-0.631771	4.74286	1.53797	-0.565827	lidar	0.473624	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6355	-0.390881	4.75131	1.49977	-0.590835	radar	2.22041	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5894	-0.109932	4.80179	1.45983	-0.599199	lidar	2.57581	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5701	0.128324	4.80452	1.43054	-0.6038	radar	1.75352	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5466	0.408597	4.85698	1.40533	-0.595904	lidar	1.84924	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5345	0.645954	4.8505	1.39685	-0.557589	radar	1.76812	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5273	0.92044	4.89379	1.38357	-0.540191	lidar	3.25803	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4898	1.17399	4.90221	1.37699	-0.491869	radar	7.2193	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4331	1.41545	4.90465	1.35012	-0.494122	lidar	0.0654448	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3943	1.63792	4.88023	1.33829	-0.469597	radar	8.18909	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3391	1.85777	4.85969	1.31528	-0.469928	lidar	0.255602	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.271	2.08885	4.85822	1.28678	-0.480954	radar	0.230956	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.208	2.29289	4.82337	1.26362	-0.48129	lidar	0.748061	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1453	2.52263	4.81706	1.25322	-0.452035	radar	0.776461	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0671	2.76219	4.83109	1.2314	-0.450735	lidar	0.113121	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9719	2.98443	4.83675	1.18935	-0.495797	radar	2.91433	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8723	3.25187	4.89052	1.16645	-0.49201	lidar	1.66306	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7896	3.47997	4.8922	1.14681	-0.488671	radar	2.14539	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6832	3.6876	4.87692	1.1197	-0.492012	lidar	0.169644	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5663	3.89652	4.87069	1.08872	-0.503139	radar	1.11853	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4973	4.08766	4.82798	1.0762	-0.491354	lidar	3.7769	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3737	4.29185	4.82366	1.04715	-0.498487	radar	0.615256	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.215	4.50496	4.84442	1.01126	-0.509332	lidar	2.00124	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0644	4.70282	4.8393	0.987489	-0.492678	radar	8.94906	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9454	4.89929	4.82778	0.967647	-0.488026	lidar	0.446257	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7892	5.09094	4.82902	0.937852	-0.491967	radar	2.30815	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6227	5.2985	4.85568	0.909188	-0.495275	lidar	0.905065	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.451	5.47569	4.86184	0.865344	-0.532163	radar	0.945145	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2643	5.64805	4.86538	0.82824	-0.543223	lidar	1.23141	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0979	5.81137	4.8572	0.792067	-0.563392	radar	3.20177	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9236	5.97328	4.84946	0.761493	-0.566313	lidar	0.0533647	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7787	6.16324	4.82877	0.77175	-0.48811	radar	4.78118	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6102	6.32078	4.81602	0.747031	-0.489025	lidar	0.12168	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4602	6.49922	4.80293	0.745031	-0.449156	radar	1.8722	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2415	6.70602	4.87522	0.723593	-0.44507	lidar	4.19929	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0453	6.85022	4.86443	0.69872	-0.440608	radar	5.54912	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.834	7.01816	4.89435	0.674168	-0.442222	lidar	1.06619	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6223	7.15222	4.89861	0.637697	-0.465121	radar	1.532	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4364	7.30006	4.89298	0.618886	-0.460535	lidar	0.28252	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2092	7.42155	4.91684	0.568015	-0.51557	radar	2.62492	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0285	7.58432	4.92264	0.559111	-0.497141	lidar	2.13949	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8451	7.75348	4.91832	0.566601	-0.440697	radar	5.79676	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6376	7.89673	4.92838	0.549193	-0.4353	lidar	0.114043	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4459	8.0334	4.91406	0.539929	-0.414503	radar	1.61457	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2146	8.07984	4.86983	0.489618	-0.448131	lidar	4.43309	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0222	8.23827	4.85911	0.50677	-0.37444	radar	6.45224	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.843	8.39009	4.85549	0.507235	-0.353486	lidar	3.08512	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6038	8.49738	4.88425	0.471737	-0.387339	radar	4.35607	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3589	8.6284	4.92486	0.454793	-0.383632	lidar	1.3844	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1587	8.76296	4.90752	0.463457	-0.331905	radar	1.85037	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9569	8.86833	4.88855	0.449411	-0.329559	lidar	0.589842	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7549	8.99339	4.87067	0.455526	-0.286657	radar	1.47114	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5303	9.06722	4.85437	0.429018	-0.300274	lidar	0.688825	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2921	9.1723	4.87956	0.409011	-0.31167	radar	4.36454	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0116	9.25549	4.92643	0.379536	-0.326025	lidar	5.97253	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7928	9.34148	4.91589	0.362151	-0.329918	radar	1.67775	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5413	9.43952	4.945	0.34698	-0.327914	lidar	0.774042	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2776	9.46686	4.96366	0.289124	-0.398831	radar	5.92739	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9958	9.58761	5.03842	0.282401	-0.382668	lidar	3.7782	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7523	9.67652	5.03688	0.281496	-0.346154	radar	2.86969	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4819	9.78237	5.08662	0.274979	-0.333006	lidar	1.62304	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2364	9.85529	5.09228	0.259019	-0.334479	radar	0.504746	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9687	9.97762	5.14505	0.262409	-0.31104	lidar	2.05424	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.7162	10.0407	5.14919	0.245019	-0.314173	radar	0.102673	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4676	10.1515	5.17211	0.248642	-0.292439	lidar	1.5609	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.2136	10.2153	5.1807	0.231153	-0.300672	radar	0.627363	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9707	10.2496	5.15976	0.208244	-0.309662	lidar	0.326669	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7232	10.3146	5.15436	0.202969	-0.291307	radar	0.260218	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4915	10.3187	5.11162	0.172686	-0.309312	lidar	1.33987	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.2037	10.3338	5.15958	0.129661	-0.361633	radar	8.08502	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9424	10.3915	5.17633	0.121457	-0.35036	lidar	0.387651	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6946	10.4319	5.14563	0.125549	-0.300432	radar	6.4553	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4436	10.4044	5.1198	0.0882289	-0.325941	lidar	1.99448	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1831	10.4306	5.12386	0.0764967	-0.316582	radar	0.623838	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8888	10.5734	5.20836	0.108359	-0.260871	lidar	8.40768	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6325	10.6373	5.19873	0.124289	-0.206674	radar	2.19557	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3764	10.6408	5.18821	0.1032	-0.21892	lidar	0.479018	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1136	10.6664	5.19541	0.0908928	-0.222331	radar	0.238736	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8583	10.761	5.21295	0.108208	-0.190404	lidar	4.01964	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5943	10.8121	5.22067	0.112112	-0.168913	radar	1.45881	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3505	10.7846	5.1872	0.0827687	-0.192232	lidar	1.83635	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0915	10.8246	5.18469	0.087917	-0.164766	radar	0.635906	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8431	10.8889	5.1853	0.0963742	-0.146268	lidar	1.98818	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5681	10.9087	5.2041	0.0866002	-0.149374	radar	2.70493	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3326	10.9266	5.17602	0.0784841	-0.150079	lidar	0.798562	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0695	10.8569	5.19302	0.00511	-0.272162	radar	9.83738	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7824	10.8269	5.21771	-0.0203842	-0.285109	lidar	2.80794	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5261	10.8235	5.21242	-0.0323219	-0.281261	radar	0.159236	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2883	10.8203	5.18787	-0.0435132	-0.278331	lidar	0.978492	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0351	10.8792	5.16341	-0.00564359	-0.183113	radar	6.66999	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.77676	10.9235	5.17264	0.00345036	-0.162425	lidar	1.95668	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.53816	10.9092	5.1444	-0.00791582	-0.162753	radar	4.09309	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.27988	10.9325	5.15049	-0.00590364	-0.151407	lidar	0.614182	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.02892	10.9166	5.13606	-0.0142535	-0.14541	radar	2.73605	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.76841	10.9444	5.14597	-0.00910586	-0.131661	lidar	0.904899	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.52215	10.9055	5.12648	-0.0283928	-0.143986	radar	6.57519	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.33827	10.8337	5.03173	-0.0602381	-0.170947	lidar	6.31833	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.08328	10.8495	5.03159	-0.0479541	-0.134665	radar	1.397	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.77018	10.8826	5.11115	-0.0363111	-0.114267	lidar	4.33682	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.50687	10.8844	5.11329	-0.0275278	-0.0830017	radar	2.0495	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.23703	10.8685	5.12942	-0.0346705	-0.0863373	lidar	0.488687	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-6.99307	10.9052	5.1064	-0.00484218	-0.022695	radar	3.87981	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
